Barcode 	 Correct reads 	 Corrected reads
A53C24B48D51N502	1	0
A53C24B84D72N502	1	0
A53C25B12D71N502	1	0
A53C25B40D01N502	1	0
A53C25B45D27N502	1	0
A53C25B59D19N502	0	1
A53C25B63D53N502	1	0
A53C25B83D21N502	1	0
A53C26B09D79N502	1	0
A53C26B35D88N501	1	0
A53C26B50D71N501	1	0
A53C27B08D33N501	1	0
A53C27B75D70P00	0	1
A53C28B14D28P999	1	0
A53C28B19D87N501	1	0
A53C28B36D89N502	1	0
A53C28B79D53P999	1	0
A53C28B84D70N502	1	0
A53C28B91D83N502	1	0
A53C29B60D65N502	1	0
A53C29B83D42N501	1	0
A53C29B95D86N501	1	0
A53C30B32D65N502	1	0
A53C30B58D17N502	0	1
A53C31B18D18N502	1	0
A53C31B36D78N502	1	0
A53C31B62D27N502	1	0
A53C31B63D68N502	0	1
A53C31B86D92N502	1	0
A53C33B20D42N502	1	0
A53C33B48D06N502	1	0
A53C34B20D47N501	1	0
A53C34B23D63N502	1	0
A53C35B28D70N502	1	0
A53C35B59D74N502	1	0
A53C35B94D76N502	1	0
A53C36B05D70N502	1	0
A53C36B07D22N501	1	0
A53C36B16D58N501	1	0
A53C36B26D32N502	1	0
A53C36B31D83N502	1	0
A53C36B35D52N501	1	0
A53C36B39D65N501	1	0
A53C36B53D52N502	1	0
A53C36B64D28N502	1	0
A53C36B66D28N501	1	0
A53C36B77D62N501	0	1
A53C37B26D06N502	1	0
A53C37B65D80N501	1	0
A53C37B86D42N502	1	0
A53C38B06D91N502	1	0
A53C38B63D59N502	1	0
A53C39B46D82N502	0	1
A53C41B02D63N501	1	0
A53C41B30D01N502	1	0
A53C41B49D06N502	1	0
A53C41B49D65N501	1	0
A53C41B83D36N501	1	0
A53C42B52D27N502	1	0
A53C43B03D01N501	1	0
A53C43B65D71N502	1	0
A53C44B92D92N502	1	0
A53C45B94D52N502	1	0
A53C47B07D75N501	0	1
A53C47B11D73N502	1	0
A53C47B87D87N502	1	0
A53C47B93D35N501	1	0
A53C49B09D20N501	0	1
A53C50B23D73N501	1	0
A53C50B81D67N501	1	0
A53C52B16D22N502	1	0
A53C52B62D43N502	1	0
A53C52B66D72N502	1	0
A53C53B41D75N501	1	0
A53C53B50D01N502	1	0
A53C53B71D66N501	0	1
A53C53B72D06N502	1	0
A53C53B85D21N501	1	0
A53C53B92D64N502	1	0
A53C53B95D69N501	1	0
A53C54B96D37N501	1	0
A53C55B15D49N501	1	0
A53C55B18D55N502	0	1
A53C56B08D01N502	1	0
A53C56B72D85N502	1	0
A53C57B82D96N502	1	0
A53C57B91D09N502	1	0
A53C58B08D66N501	1	0
A53C58B55D96N502	1	0
A53C58B85D48N502	1	0
A53C58B89D90N501	1	0
A53C58B93D08N502	1	0
A53C60B09D91N501	1	0
A53C60B89D03N501	1	0
A53C61B05D70N501	1	0
A53C61B27D67N501	1	0
A53C61B28D08N501	1	0
A53C62B23D79N502	1	0
A53C62B63D59N501	1	0
A53C62B67D66N501	1	0
A53C62B88D77N501	1	0
A53C63B12D05N502	1	0
A53C64B04D01N502	1	0
A53C64B95D94N502	1	0
A53C65B05D38N501	1	0
A53C67B16D10N502	1	0
A53C67B42D16N501	1	0
A53C67B51D76N502	1	0
A53C67B70D54N502	1	0
A53C67B84D37N501	0	1
A53C67B90D35N502	0	1
A53C68B14D90N502	1	0
A53C68B76D74N501	1	0
A53C68B79D77N501	1	0
A53C68B84D53N502	1	0
A53C69B37D71N501	1	0
A53C69B37D72N502	1	0
A53C69B95D42N502	1	0
A53C70B46D52N502	1	0
A53C70B66D71N502	1	0
A53C71B22D03N502	1	0
A53C71B38D63N502	1	0
A53C71B51D48N501	1	0
A53C71B59D25N502	1	0
A53C71B91D92N502	1	0
A53C73B26D53N501	1	0
A53C73B29D64N502	1	0
A53C73B40D81N502	0	1
A53C73B48D29N502	1	0
A53C73B73D61N502	1	0
A53C74B16D11N502	1	0
A53C74B26D01N501	1	0
A53C74B26D09N502	1	0
A53C74B55D86N501	1	0
A53C74B66D89N502	1	0
A53C74B88D29N502	1	0
A53C75B14D81N501	1	0
A53C75B58D15N502	1	0
A53C76B08D43N502	1	0
A53C76B09D52N501	1	0
A53C76B63D61N501	1	0
A53C76B67D68N502	1	0
A53C76B83D29N501	1	0
A53C77B07D55N502	1	0
A53C77B14D88N502	0	1
A53C77B25D68N501	1	0
A53C77B32D35N502	1	0
A53C77B51D34N501	1	0
A53C78B91D07N502	1	0
A53C78B94D96N502	1	0
A53C79B12D23N501	1	0
A53C79B18D74N502	1	0
A53C79B63D70N502	1	0
A53C79B72D95N501	1	0
A53C79B77D24N501	1	0
A53C79B79D68N502	1	0
A53C79B94D25N501	1	0
A53C80B59D52N502	0	1
A53C81B12D91N501	1	0
A53C81B26D83N502	1	0
A53C81B28D70N502	1	0
A53C82B70D21N501	1	0
A53C83B13D61N502	1	0
A53C84B14D25N501	1	0
A53C84B44D59N502	1	0
A53C85B08D23N502	1	0
A53C85B64D81N501	1	0
A53C85B66D22N502	1	0
A53C85B70D08N501	1	0
A53C86B39D92P999	1	0
A53C86B54D69N501	1	0
A53C88B02D63N502	1	0
A53C88B22D19N502	1	0
A53C89B24D27N502	1	0
A53C89B82D22N502	1	0
A53C90B22D88N502	1	0
A53C90B33D01N502	1	0
A53C90B55D66N502	1	0
A53C91B09D77N502	1	0
A53C91B28D33N502	1	0
A53C91B33D05N502	1	0
A53C92B27D09N502	1	0
A53C92B47D59N502	1	0
A53C93B15D57N502	1	0
A53C94B13D70N502	0	1
A53C94B22D32N502	1	0
A53C94B27D81N502	1	0
A53C94B34D45N502	1	0
A53C94B56D74N501	1	0
A53C94B73D68N502	1	0
A53C95B41D08N502	1	0
A53C95B79D10N502	1	0
A53C95B86D29N501	1	0
A53C96B37D49N501	1	0
A53C96B96D52N502	1	0
A54C02B71D38N502	1	0
A54C02B73D89N502	1	0
A54C02B96D54N502	1	0
A54C03B12D56N502	1	0
A54C04B23D85N502	1	0
A54C05B28D22N502	1	0
A54C05B54D50N501	1	0
A54C05B63D44N502	1	0
A54C06B22D34N502	1	0
A54C06B94D53N502	1	0
A54C07B19D72N502	1	0
A54C07B52D93N501	1	0
A54C08B07D20N501	1	0
A54C09B20D95N501	1	0
A54C09B30D71N502	1	0
A54C10B02D62N501	0	1
A54C10B07D50N502	1	0
A54C10B25D49N502	1	0
A54C10B28D19N502	1	0
A54C10B37D01N502	1	0
A54C10B41D45N501	1	0
A54C10B43D13N502	1	0
A54C10B49D33N502	1	0
A54C10B63D65N501	1	0
A54C10B72D29P999	1	0
A54C10B84D77N501	1	0
A54C10B92D15N502	1	0
A54C11B12D10N501	1	0
A54C11B49D68N501	1	0
A54C12B02D13N502	1	0
A54C12B77D89N502	1	0
A54C13B12D87N501	1	0
A54C13B26D69N502	1	0
A54C13B86D15N502	1	0
A54C14B42D91N502	1	0
A54C14B57D58N502	1	0
A54C14B58D16N502	1	0
A54C14B80D53N502	1	0
A54C17B56D87N502	1	0
A54C18B25D88N502	0	1
A54C18B56D90N502	1	0
A54C18B66D25N502	1	0
A54C18B67D13N502	1	0
A54C19B28D48N502	0	1
A54C19B55D89N501	1	0
A54C19B59D51N502	1	0
A54C19B88D80N502	1	0
A54C20B66D46N501	1	0
A54C20B86D78N501	1	0
A54C21B07D87N502	1	0
A54C21B41D89N502	0	1
A54C21B63D55N501	1	0
A54C21B88D03N502	1	0
A54C21B94D67N502	1	0
A54C22B17D42N501	1	0
A54C22B29D07N501	1	0
A54C22B34D18N501	1	0
A54C22B51D46N502	1	0
A54C22B78D82N502	1	0
A54C22B87D19N501	1	0
A54C22B89D30N501	1	0
A54C22B91D71N502	1	0
A54C23B19D94N502	2	0
A54C23B33D22N502	1	0
A54C23B86D28N502	1	0
A54C23B87D69N502	1	0
A54C24B59D58N501	1	0
A54C24B69D89N502	1	0
A54C25B24D05N502	1	0
A54C25B87D17N502	1	0
A54C26B26D50N502	1	0
A54C26B30D10N502	1	0
A54C26B62D78N502	1	0
A54C27B06D80N502	1	0
A54C27B12D93N502	1	0
A54C27B20D42N502	2	0
A54C27B30D16N501	1	0
A54C27B45D67N502	1	0
A54C27B72D29N501	1	0
A54C27B92D21N502	1	0
A54C28B12D23N502	1	0
A54C28B56D26N502	1	0
A54C28B72D92N501	1	0
A54C28B78D54N502	1	0
A54C28B83D86N502	0	1
A54C28B96D16N502	1	0
A54C29B04D01N502	1	0
A54C29B10D72N501	1	0
A54C29B13D13N502	0	1
A54C29B30D06N501	1	0
A54C29B94D51N502	1	0
A54C30B26D23N502	1	0
A54C30B61D17N502	1	0
A54C30B78D92N502	1	0
A54C31B38D78N501	1	0
A54C31B40D01N502	1	0
A54C31B45D23N502	1	0
A54C31B86D59N502	1	0
A54C33B13D01N502	1	0
A54C33B63D54N501	1	0
A54C34B50D26N502	1	0
A54C35B33D79N502	1	0
A54C35B39D93N501	1	0
A54C35B58D25N502	1	0
A54C36B09D61N502	1	0
A54C36B23D61N502	1	0
A54C36B34D73N502	1	0
A54C36B50D85N501	1	0
A54C36B53D66N502	1	0
A54C36B73D96N501	1	0
A54C36B85D56N502	1	0
A54C36B92D13N502	1	0
A54C37B19D37N502	1	0
A54C37B27D76N502	1	0
A54C37B32D49N502	1	0
A54C37B36D64N501	1	0
A54C37B74D69N501	0	1
A54C37B91D55N502	1	0
A54C38B76D44N502	0	1
A54C38B85D06N501	1	0
A54C39B42D01N502	1	0
A54C40B55D73N502	1	0
A54C42B25D87N502	1	0
A54C42B90D28N502	1	0
A54C43B03D06N501	1	0
A54C44B15D68N502	1	0
A54C44B37D41N502	1	0
A54C44B41D66N502	1	0
A54C44B54D82N502	1	0
A54C45B31D27N501	1	0
A54C45B58D23N502	1	0
A54C47B90D63N501	1	0
A54C48B17D50N502	1	0
A54C48B23D52N502	0	1
A54C49B28D70N502	1	0
A54C49B62D87N502	1	0
A54C49B79D81N501	1	0
A54C50B41D59N501	1	0
A54C50B46D38N502	1	0
A54C50B70D52N502	1	0
A54C50B81D37N501	1	0
A54C51B38D01N502	1	0
A54C51B67D05N502	1	0
A54C51B84D02N502	1	0
A54C52B60D38N502	1	0
A54C53B03D57N501	1	0
A54C53B34D51N502	2	0
A54C53B58D75N502	1	0
A54C53B59D46N502	1	0
A54C53B73D92N501	1	0
A54C53B96D87N501	1	0
A54C54B24D32N502	1	0
A54C54B28D85N502	1	0
A54C54B57D29N501	1	0
A54C54B67D74N501	1	0
A54C54B67D92N501	1	0
A54C54B96D27N501	1	0
A54C55B14D32N501	1	0
A54C55B30D21N501	1	0
A54C55B67D40N501	1	0
A54C55B71D89N501	1	0
A54C55B93D61N502	1	0
A54C56B16D94N502	0	1
A54C56B42D74N502	1	0
A54C56B42D90N501	1	0
A54C56B52D64N502	1	0
A54C56B55D71N502	0	1
A54C56B56D33N502	1	0
A54C57B32D49N502	1	0
A54C57B43D82N501	1	0
A54C57B59D77N502	1	0
A54C58B02D34N501	1	0
A54C58B77D86N502	1	0
A54C58B79D77N501	1	0
A54C59B02D43N501	1	0
A54C59B47D60N501	1	0
A54C59B47D80N502	1	0
A54C60B45D06N501	1	0
A54C60B56D94N501	1	0
A54C60B57D85N502	1	0
A54C60B60D21N502	1	0
A54C61B50D03N502	1	0
A54C61B60D27N502	1	0
A54C62B12D16N501	1	0
A54C62B31D58N502	1	0
A54C62B32D53N502	1	0
A54C62B85D49N502	1	0
A54C63B02D54N502	1	0
A54C63B46D61N502	1	0
A54C64B77D32N502	1	0
A54C65B01D65N501	1	0
A54C65B29D06N502	1	0
A54C65B41D32N501	1	0
A54C65B71D51N502	1	0
A54C66B22D39N502	1	0
A54C66B35D04N502	1	0
A54C66B96D85N502	1	0
A54C67B02D52N502	1	0
A54C67B25D81N502	1	0
A54C67B37D59N502	1	0
A54C67B47D43N501	1	0
A54C68B17D22N502	1	0
A54C68B42D48N501	1	0
A54C69B21D34N502	1	0
A54C69B33D76N502	1	0
A54C69B35D47N501	1	0
A54C69B92D81N502	0	1
A54C70B22D11N501	1	0
A54C70B62D28N501	1	0
A54C70B89D59N502	1	0
A54C74B29D58N501	0	1
A54C74B32D42N502	1	0
A54C74B92D38N501	1	0
A54C75B05D27N502	1	0
A54C75B09D85N502	1	0
A54C76B03D09N501	0	1
A54C76B17D16N502	1	0
A54C76B36D29N501	1	0
A54C76B92D66N501	1	0
A54C77B24D06N502	0	1
A54C78B09D10N502	0	1
A54C78B10D21N501	1	0
A54C78B11D61N502	1	0
A54C78B30D73N502	1	0
A54C78B94D76N501	1	0
A54C79B08D23N501	1	0
A54C80B08D37N501	0	1
A54C80B41D37N502	1	0
A54C80B52D49N501	1	0
A54C80B63D64N501	1	0
A54C80B66D54N501	1	0
A54C80B85D49N502	1	0
A54C80B85D74N502	1	0
A54C81B05D54N501	1	0
A54C81B41D87N502	1	0
A54C81B45D10N502	1	0
A54C81B96D69N502	1	0
A54C82B54D57N502	1	0
A54C82B92D73N501	0	1
A54C83B20D25N502	1	0
A54C83B22D17N502	1	0
A54C83B72D42N502	1	0
A54C83B74D65N502	2	0
A54C85B10D68N501	1	0
A54C85B21D32N501	1	0
A54C85B27D29N502	1	0
A54C85B35D86N502	1	0
A54C85B82D53P999	1	0
A54C86B06D63N501	1	0
A54C86B29D43N502	1	0
A54C87B15D91N502	1	0
A54C87B35D21N502	1	0
A54C87B40D66N502	1	0
A54C89B27D35N501	1	0
A54C89B41D27N501	1	0
A54C89B42D96N502	1	0
A54C89B49D71N501	1	0
A54C90B41D15N501	1	0
A54C90B57D79N502	0	1
A54C90B88D36N501	1	0
A54C91B90D87N502	1	0
A54C92B30D47N502	1	0
A54C92B59D73N501	1	0
A54C92B82D25N502	1	0
A54C93B58D80N501	1	0
A54C93B77D93N501	1	0
A54C93B90D68N502	1	0
A54C94B07D07N502	1	0
A54C94B25D94N501	1	0
A54C94B96D53N502	1	0
A54C95B43D80N502	0	1
A54C95B92D14N501	1	0
A54C96B50D78N502	1	0
A55C01B16D59N502	1	0
A55C02B02D36N501	1	0
A55C02B27D26N501	1	0
A55C02B48D31N502	1	0
A55C03B27D11N502	1	0
A55C03B39D70N501	1	0
A55C03B55D65N502	2	0
A55C03B78D17N502	0	1
A55C04B10D63N501	1	0
A55C04B17D75N501	1	0
A55C04B65D11N502	1	0
A55C05B15D81N502	1	0
A55C05B91D10N502	1	0
A55C06B82D16N502	0	1
A55C07B16D58N501	1	0
A55C07B22D45N502	1	0
A55C07B83D68N502	0	1
A55C09B23D61N501	1	0
A55C09B42D92N501	1	0
A55C09B56D37N502	1	0
A55C10B57D07N502	1	0
A55C10B83D93N501	1	0
A55C10B95D28N502	1	0
A55C11B15D56N501	0	1
A55C11B61D39N501	1	0
A55C11B62D91N502	1	0
A55C12B48D49N502	1	0
A55C12B66D78N502	0	1
A55C12B86D68N502	1	0
A55C13B23D10N502	1	0
A55C14B12D83N502	1	0
A55C14B25D85N502	1	0
A55C14B87D94N502	1	0
A55C14B96D64N502	1	0
A55C15B74D72N502	1	0
A55C16B27D56N502	1	0
A55C16B59D14N502	1	0
A55C17B41D63N502	1	0
A55C17B42D69N502	1	0
A55C17B56D17N502	1	0
A55C17B88D24N501	1	0
A55C18B81D21N502	1	0
A55C18B81D52N501	1	0
A55C19B07D02N502	1	0
A55C19B15D05N502	0	1
A55C19B16D60N502	1	0
A55C19B22D71N501	1	0
A55C19B23D24N502	1	0
A55C19B36D42N502	1	0
A55C19B39D86N502	1	0
A55C19B43D06N501	1	0
A55C19B53D67N502	1	0
A55C19B54D51N502	1	0
A55C20B58D32N502	1	0
A55C20B84D16N501	1	0
A55C20B85D68N501	0	1
A55C20B90D50N501	1	0
A55C21B14D65N502	1	0
A55C21B27D22N501	1	0
A55C21B34D62N501	2	0
A55C21B92D96N501	1	0
A55C22B18D79N502	1	0
A55C22B39D58N502	1	0
A55C22B56D24N502	0	1
A55C22B87D76N502	0	1
A55C24B43D54N501	1	0
A55C24B45D08N502	1	0
A55C25B43D35N501	1	0
A55C25B94D19N501	1	0
A55C26B72D54N502	0	1
A55C26B74D81N502	0	1
A55C27B09D81N502	1	0
A55C27B16D36N502	1	0
A55C27B30D45N502	1	0
A55C27B50D38N502	1	0
A55C27B59D38N502	1	0
A55C27B62D71N502	1	0
A55C27B79D20N502	1	0
A55C27B96D60N502	1	0
A55C28B18D83N502	1	0
A55C28B25D08N501	1	0
A55C28B35D37N502	1	0
A55C28B48D82N502	1	0
A55C29B03D02N502	1	0
A55C29B79D30N502	1	0
A55C29B88D21N502	1	0
A55C30B54D77N501	1	0
A55C30B88D09N502	1	0
A55C30B93D94N501	0	1
A55C31B52D61N502	1	0
A55C31B77D84N502	1	0
A55C31B78D01N502	1	0
A55C31B90D33N502	1	0
A55C32B31D17N501	1	0
A55C33B58D55N502	1	0
A55C33B83D31N502	1	0
A55C34B14D68N502	1	0
A55C34B71D64N502	1	0
A55C34B75D15N502	1	0
A55C35B04D44N502	1	0
A55C35B19D71N501	1	0
A55C35B46D74N501	1	0
A55C35B51D90N502	1	0
A55C36B09D20N502	1	0
A55C36B16D49N501	1	0
A55C36B30D66N502	1	0
A55C36B45D86N501	1	0
A55C36B48D29N501	1	0
A55C36B95D92N502	1	0
A55C37B20D05N502	1	0
A55C37B26D82N502	1	0
A55C37B37D19N502	1	0
A55C37B94D65N502	1	0
A55C38B03D45N502	1	0
A55C38B11D62N502	1	0
A55C38B17D07N502	1	0
A55C38B55D19N502	1	0
A55C38B90D09N502	0	1
A55C39B33D65N502	1	0
A55C39B79D72N502	1	0
A55C40B21D87N501	1	0
A55C40B30D52N502	1	0
A55C40B48D88N502	1	0
A55C40B96D83N502	1	0
A55C41B22D62N501	1	0
A55C41B53D87N502	1	0
A55C41B56D66N501	1	0
A55C41B73D51N501	1	0
A55C42B65D31N502	0	1
A55C42B66D80N502	0	1
A55C43B49D77N501	1	0
A55C43B68D69N502	1	0
A55C43B85D95N501	1	0
A55C44B43D78N502	1	0
A55C45B09D38N502	1	0
A55C45B14D77N502	1	0
A55C45B94D67N501	1	0
A55C48B10D14N502	1	0
A55C48B53D01N501	1	0
A55C49B04D96N502	1	0
A55C49B19D17N501	1	0
A55C49B40D73N502	1	0
A55C49B47D96N502	1	0
A55C49B88D95N502	1	0
A55C50B06D29N502	1	0
A55C50B57D77N501	1	0
A55C50B69D89N502	1	0
A55C50B93D27N502	1	0
A55C51B38D55N501	1	0
A55C51B80D64N502	1	0
A55C51B82D36N501	1	0
A55C52B09D94N501	1	0
A55C52B58D64N501	1	0
A55C53B83D92N501	2	0
A55C53B96D18N501	1	0
A55C54B55D27N501	1	0
A55C55B23D67N501	1	0
A55C55B58D40N502	1	0
A55C56B83D35N502	1	0
A55C56B93D21N501	1	0
A55C56B95D91N502	1	0
A55C57B28D11N502	1	0
A55C57B42D31N502	1	0
A55C57B85D67N502	1	0
A55C58B90D59N501	1	0
A55C58B92D06N501	1	0
A55C59B23D25N502	1	0
A55C59B85D20N502	1	0
A55C59B92D96N501	1	0
A55C60B64D95N501	1	0
A55C60B87D01N501	1	0
A55C61B58D45N502	1	0
A55C61B71D53N501	0	1
A55C62B12D01N501	0	1
A55C62B26D02N501	1	0
A55C62B31D49N501	1	0
A55C62B50D74N502	1	0
A55C62B50D79N501	1	0
A55C62B76D80N502	1	0
A55C63B83D18N502	1	0
A55C63B96D56N502	1	0
A55C64B45D32N501	1	0
A55C64B66D40N502	1	0
A55C64B82D45N502	1	0
A55C65B47D39N502	1	0
A55C65B48D11N502	1	0
A55C65B55D64N502	1	0
A55C66B84D45N502	1	0
A55C67B37D04N502	1	0
A55C67B66D46N502	1	0
A55C68B17D93N501	1	0
A55C68B42D92N502	1	0
A55C68B48D29N501	1	0
A55C68B71D15N501	1	0
A55C68B81D47N502	1	0
A55C69B15D94N501	1	0
A55C69B67D04N502	1	0
A55C69B86D78N502	1	0
A55C69B93D33N502	1	0
A55C70B57D15N502	0	1
A55C70B64D69N501	1	0
A55C71B26D05N501	1	0
A55C71B40D90N502	1	0
A55C71B41D15N502	1	0
A55C71B45D80N502	1	0
A55C73B12D47N502	1	0
A55C73B74D22N501	1	1
A55C73B88D75N502	1	0
A55C73B93D16N502	1	0
A55C74B03D48N502	0	1
A55C74B59D67N502	1	0
A55C74B86D94N502	1	0
A55C75B15D09N502	1	0
A55C75B28D60N501	1	0
A55C75B33D25N501	1	0
A55C76B17D35N502	1	0
A55C76B36D80N502	1	0
A55C76B48D68N502	1	0
A55C76B61D08N502	1	0
A55C76B63D70N502	0	1
A55C77B20D16N502	0	1
A55C77B37D74N502	1	0
A55C78B08D43N502	1	0
A55C78B09D20N501	1	0
A55C78B86D58N501	1	0
A55C79B30D10N501	1	0
A55C79B49D88N502	1	0
A55C80B04D75N502	0	1
A55C80B09D69N501	1	0
A55C80B15D87N502	1	0
A55C80B46D59N501	1	0
A55C80B57D05N501	1	0
A55C80B57D51N501	1	0
A55C80B85D73N501	0	1
A55C81B30D65N501	1	0
A55C81B77D46N502	1	0
A55C82B64D01N501	1	0
A55C83B41D69N502	1	0
A55C83B50D15N501	1	0
A55C83B61D05N502	1	0
A55C83B72D72N501	1	0
A55C84B32D61N501	1	0
A55C84B41D44N502	1	0
A55C84B43D57N502	1	0
A55C84B49D74N501	1	0
A55C84B55D88N502	1	0
A55C84B87D02N502	1	0
A55C85B07D20N501	0	1
A55C85B51D36N501	1	0
A55C85B53D08N501	2	0
A55C85B53D47N501	1	0
A55C85B60D73N501	1	0
A55C86B14D20N502	0	1
A55C86B54D34N502	1	0
A55C86B58D45N501	1	0
A55C86B94D59N501	1	0
A55C86B95D73N501	1	0
A55C88B38D57N502	1	0
A55C89B08D83N502	1	0
A55C89B11D59N502	1	0
A55C89B95D13N502	1	0
A55C90B43D71N501	1	0
A55C90B85D13N501	0	1
A55C90B92D05N502	1	0
A55C91B17D90N501	1	0
A55C91B31D10N501	1	0
A55C91B60D66N501	1	0
A55C91B74D58N502	1	0
A55C92B20D34N502	1	0
A55C93B57D28N502	1	0
A55C93B62D86N502	1	0
A55C93B70D62N501	1	0
A55C93B77D16N501	1	0
A55C95B04D31N502	0	1
A55C95B65D22N502	1	0
A55C96B93D50N502	1	0
A56C01B09D31N502	1	0
A56C01B16D26N502	1	0
A56C01B86D60N501	1	0
A56C02B30D81N502	1	0
A56C02B42D52N502	1	0
A56C03B08D85N501	1	0
A56C03B35D06N502	1	0
A56C05B51D16N502	1	0
A56C06B26D74N502	1	0
A56C06B71D82N501	1	0
A56C06B86D50N502	1	0
A56C07B10D84N502	1	0
A56C09B55D09N501	1	0
A56C09B73D42N501	1	0
A56C10B06D77N501	1	0
A56C10B13D96N501	0	1
A56C10B16D86N501	1	0
A56C10B35D21N502	1	0
A56C10B38D08N502	1	0
A56C10B45D74N502	0	1
A56C10B67D50N502	1	0
A56C10B89D69N502	1	0
A56C11B38D11N501	1	0
A56C11B66D15N502	0	1
A56C11B72D71N502	1	0
A56C11B90D84N502	1	0
A56C12B32D89N502	1	0
A56C12B54D44N502	0	1
A56C12B55D10N502	1	0
A56C12B79D22N502	1	0
A56C13B88D78N502	0	1
A56C15B02D66N501	1	0
A56C15B08D15N502	1	0
A56C15B40D86N502	1	0
A56C15B57D79N502	1	0
A56C16B21D03N502	1	0
A56C16B89D95N502	1	0
A56C16B90D61N501	1	0
A56C17B55D68N502	1	0
A56C17B92D43N502	1	0
A56C18B07D05N502	1	0
A56C18B47D40N502	1	0
A56C18B52D96N502	1	0
A56C18B85D04N501	1	0
A56C18B88D53N502	1	0
A56C19B13D85N502	1	0
A56C19B46D01N501	1	0
A56C19B49D13N502	1	0
A56C19B89D07N502	1	0
A56C20B20D78N501	1	0
A56C20B25D87N501	1	0
A56C20B38D80N501	1	0
A56C20B72D31N501	1	0
A56C20B87D90N501	1	0
A56C20B96D70N501	1	0
A56C21B01D20N502	1	0
A56C21B25D95N502	1	0
A56C21B43D42N502	1	0
A56C21B70D58N502	0	1
A56C21B83D91N502	1	0
A56C22B27D10N502	1	0
A56C22B55D62N501	1	0
A56C22B60D14N501	1	0
A56C22B78D15N502	1	0
A56C23B42D02N502	1	0
A56C25B43D36N501	0	1
A56C25B47D11N502	1	0
A56C25B70D03N502	1	0
A56C25B80D28N502	1	0
A56C26B29D30N502	1	0
A56C26B31D07P999	1	0
A56C26B32D36N502	1	0
A56C26B33D43N502	1	0
A56C26B68D74N502	1	0
A56C26B71D09N502	1	0
A56C26B90D73N502	1	0
A56C27B08D61N502	0	1
A56C27B14D14N501	1	0
A56C28B20D16N502	1	0
A56C28B28D01N502	1	0
A56C28B77D23N502	1	0
A56C28B87D13N502	1	0
A56C29B36D40N502	1	0
A56C29B37D38N501	1	0
A56C30B58D75N502	1	0
A56C30B91D56N502	1	0
A56C33B09D88N502	1	0
A56C33B12D77N502	1	0
A56C33B72D93N501	1	0
A56C34B02D14N502	1	0
A56C34B07D11N501	1	0
A56C34B54D11N501	1	0
A56C35B33D77N502	1	0
A56C35B48D87N502	1	0
A56C36B10D10N502	1	0
A56C37B04D82N502	1	0
A56C37B49D56N501	1	0
A56C38B37D06N502	1	0
A56C38B39D49N502	1	0
A56C38B56D14N502	1	0
A56C39B29D44N501	2	0
A56C39B91D72N502	1	0
A56C39B94D34P999	1	0
A56C40B58D74N501	1	0
A56C41B37D73N502	1	0
A56C41B96D07N502	1	0
A56C42B34D48N501	1	0
A56C42B54D73N501	1	0
A56C42B60D44N501	1	0
A56C42B66D86N502	1	0
A56C42B93D66N502	1	0
A56C44B05D13N502	1	0
A56C44B30D42N502	0	1
A56C44B44D46N501	1	0
A56C44B52D84N501	1	0
A56C45B11D92N502	1	0
A56C45B55D83N501	1	0
A56C45B85D88N501	1	0
A56C47B10D81N502	0	1
A56C47B26D06N502	1	0
A56C47B71D02N502	1	0
A56C50B19D66N501	1	0
A56C50B52D23N502	0	1
A56C50B52D85N502	1	0
A56C50B91D60N501	1	0
A56C51B11D07N502	1	0
A56C51B40D03N501	1	0
A56C52B91D68N502	1	0
A56C53B16D55N501	1	0
A56C53B72D71N502	1	0
A56C54B12D26N502	1	0
A56C54B23D11N501	1	0
A56C54B75D23N501	1	0
A56C54B77D58N501	1	0
A56C55B10D56N501	1	0
A56C56B10D84N502	1	0
A56C56B86D96N501	1	0
A56C57B09D92N502	1	0
A56C58B85D63N501	1	0
A56C59B32D46N502	1	0
A56C59B41D71N501	1	0
A56C60B33D06N502	1	0
A56C60B51D50N502	1	0
A56C61B75D69N501	1	0
A56C61B83D77N502	1	0
A56C61B93D67N502	1	0
A56C62B54D72N502	1	0
A56C64B12D71N501	1	0
A56C64B28D83N502	0	1
A56C64B42D54N501	1	0
A56C65B87D16N502	1	0
A56C66B92D71N502	1	0
A56C67B31D72N502	1	0
A56C67B33D22N502	1	0
A56C67B40D42N502	1	0
A56C67B48D51N502	1	0
A56C67B70D43N502	1	0
A56C68B52D29N501	1	0
A56C68B63D58N502	1	0
A56C73B25D05N502	1	0
A56C73B25D37N502	1	0
A56C73B31D17N501	1	0
A56C73B32D13N502	0	1
A56C74B17D91N502	1	0
A56C74B19D65N502	0	1
A56C74B56D42N502	1	0
A56C75B84D36N501	0	1
A56C76B04D10N501	1	0
A56C77B31D04N501	1	0
A56C77B66D01N502	1	0
A56C77B80D55N502	1	0
A56C78B09D44N502	1	0
A56C78B38D53N502	1	0
A56C78B50D58N501	1	0
A56C78B63D10N501	1	0
A56C78B81D17N501	1	0
A56C78B92D93N502	1	0
A56C78B95D28N502	1	0
A56C79B36D67N501	1	0
A56C79B59D89N502	1	0
A56C79B80D13N501	1	0
A56C80B66D54N501	0	1
A56C82B41D79N502	1	0
A56C83B88D34N502	1	0
A56C83B88D57N502	1	0
A56C84B86D64N502	1	0
A56C84B91D38N502	1	0
